timestamp,ticker,title,spread,yes_bid,yes_ask,no_bid,no_ask,volume,volume_24h,last_price,status,close_time,event_ticker
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025A8A6F4AB643-EB220E12939,"yes Cincinnati,yes Kansas City,yes Los Angeles C,yes Seattle",100,,100,,100,2951,2951,5,active,2025-11-30 18:00:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025A8A6F4AB643
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025A6295B8FC83-36F6DD220EA,"yes Carolina,yes Chicago,yes Detroit,yes Tampa Bay,yes Washington",100,,100,,100,1030,1030,,active,2025-11-30 18:00:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025A6295B8FC83
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S20259CABFE3E2C9-E2D02C5B874,"yes New England,yes Baltimore,yes Atlanta,yes Pittsburgh,yes Green Bay,yes Houston,yes Los Angeles C,yes Los Angeles R,yes Tampa Bay,yes Miami,yes Dallas",100,,100,,100,1030,1030,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S20259CABFE3E2C9
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S20254AD4C09D784-BAF78D9D6DB,"yes New England,yes Chicago,yes Detroit,yes Houston,yes Kansas City,yes Los Angeles C,yes Seattle,yes San Francisco,yes Dallas",100,,100,,100,2325,2325,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S20254AD4C09D784
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S202529CAC78921A-D46AF2863A5,"yes New England,yes Cincinnati,yes Detroit,yes New York G,yes Jacksonville,yes Washington",100,,100,,100,3076,3076,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S202529CAC78921A
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025686BC6325C9-DCB03114E37,"yes Carolina,yes Chicago,yes Philadelphia,yes Denver,yes Seattle,yes Dallas",100,,100,,100,2061,2061,,active,2025-11-30 18:00:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025686BC6325C9
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S202561BC40AD127-64E69259B1E,"yes Baltimore,yes Atlanta,yes San Francisco,yes Dallas,yes New England wins by over 6.5 points,no Detroit wins by over 7.5 points,yes Green Bay wins by over 6.5 points,yes Los Angeles C wins by over 2.5 points,yes Buffalo wins by over 6.5 points",100,,100,,100,5494,5494,1,active,2025-11-30 21:25:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S202561BC40AD127
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S202577BCE2709BE-628675340EA,"yes New York J,yes Cleveland,yes Arizona,yes Washington",100,,100,,100,1538,1538,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S202577BCE2709BE
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S20256B3CAAF80FD-BCE683D814A,"yes Baltimore,yes Atlanta,yes Detroit,yes San Francisco,yes New England wins by over 6.5 points,yes Green Bay wins by over 6.5 points,yes Los Angeles C wins by over 2.5 points,yes Buffalo wins by over 6.5 points",100,,100,,100,6666,6666,1,active,2025-11-30 21:25:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S20256B3CAAF80FD
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025EF427574798-00A562D8B6F,"yes New England,yes Atlanta,yes Minnesota,yes Pittsburgh,yes Green Bay,yes Houston,yes Kansas City,yes Los Angeles C,yes Los Angeles R,yes San Francisco,yes Buffalo,yes Miami,yes Dallas",100,,100,,100,1333,1333,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025EF427574798
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S20252BA2ACBC031-6DED88FEB90,"yes New England wins by over 13.5 points,no Atlanta wins by over 3.5 points,no Minnesota wins by over 3.5 points,no Pittsburgh wins by over 6.5 points,no Philadelphia wins by over 2.5 points,no Green Bay wins by over 7.5 points,yes Houston wins by over 6.5 points,no Los Angeles R wins by over 3.5 points,yes Miami wins by over 2.5 points",100,,100,,100,1818,1818,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S20252BA2ACBC031
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S202511A39451132-796A87157C8,"yes New England,yes Baltimore,yes Carolina,yes Pittsburgh,yes Detroit,yes Green Bay,yes Houston,yes Los Angeles C,yes Los Angeles R,yes San Francisco,yes Buffalo,yes Dallas",100,,100,,100,4461,4461,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S202511A39451132
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S202552DFD35CFC0-88269BF631F,"yes New England,yes Baltimore,yes Atlanta,yes Chicago,yes Pittsburgh,yes Detroit,yes Green Bay,yes Los Angeles C,yes Los Angeles R,yes Miami,yes Dallas",100,,100,,100,6533,6533,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S202552DFD35CFC0
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S20255EDAC6EDCAC-BF9DF8DF001,"yes Baltimore,yes Kansas City wins by over 2.5 points",100,,100,,100,4054,4054,50,active,2025-11-30 21:25:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S20255EDAC6EDCAC
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S202508890763639-5DDA669F320,"yes New England,yes Baltimore,yes Green Bay,yes Houston,yes Seattle,yes Arizona,yes Tampa Bay,no Over 48.5 points scored",100,,100,,100,1079,1079,1,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S202508890763639
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025264816A7E8D-6E646122C6E,"yes New England wins by over 13.5 points,yes Baltimore wins by over 7.5 points,yes Los Angeles C wins by over 2.5 points,yes San Francisco wins by over 2.5 points,yes Dallas wins by over 3.5 points",100,,100,,100,2531,2531,3,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025264816A7E8D
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S20257CA239F09C7-FB1B2499C68,"yes New England,yes Baltimore,yes Pittsburgh,yes Detroit,yes Green Bay,yes Houston,yes Los Angeles C,yes San Francisco,yes Miami,yes Dallas,no Kansas City wins by over 3.5 points,no Buffalo wins by over 6.5 points,yes Over 48.5 points scored",100,,100,,100,3703,3703,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S20257CA239F09C7
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025725BA4EF9DD-F157B77CA44,"yes New England,yes Baltimore,yes Atlanta,yes Minnesota,yes Cincinnati,yes Philadelphia,yes Green Bay,yes Houston,yes Kansas City,yes Los Angeles C,yes San Francisco,yes Buffalo,yes Dallas",100,,100,,100,2777,2777,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025725BA4EF9DD
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025434F9355A76-E4AD1503B30,"yes New England,yes Baltimore,yes Carolina,yes Minnesota,yes Pittsburgh,yes Detroit,yes Green Bay,yes Tennessee,yes Kansas City,yes Los Angeles C,yes Seattle,yes San Francisco,yes Buffalo,yes Miami,yes Dallas",100,,100,,100,1111,1111,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025434F9355A76
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025ADE88102E43-683145688DB,"yes Baltimore,yes Atlanta,yes Philadelphia,yes Green Bay,yes Houston,yes Denver,yes Los Angeles C,yes Seattle,yes San Francisco,yes Buffalo,yes Miami",100,,100,,100,18148,18148,,active,2025-11-30 21:25:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025ADE88102E43
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025A2ADBDD37C5-9C030016D85,"yes Miami,no Miami wins by over 2.5 points,yes Over 43.5 points scored,no Over 47.5 points scored",100,,100,,100,4672,4672,2,active,2025-11-30 14:30:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025A2ADBDD37C5
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S20253C4296640C9-B6D1C98036A,"yes Baltimore,yes Carolina,yes Chicago,yes Pittsburgh,yes Green Bay,yes Jacksonville,yes Seattle,yes San Francisco,yes Miami",100,,100,,100,1183,1183,,active,2025-11-30 21:25:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S20253C4296640C9
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S20251BD30CF0248-41A150E5C98,"yes Baltimore,yes Detroit,yes Green Bay,yes Houston,yes Dallas,no New England wins by over 13.5 points,yes Over 38.5 points scored,yes Over 39.5 points scored",100,,100,,100,1789,1789,4,active,2025-11-30 21:25:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S20251BD30CF0248
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025BC61735A12D-A87D889BBA9,"yes New England,yes Baltimore,yes Atlanta,yes Minnesota,yes Pittsburgh,yes Philadelphia,yes Green Bay,yes Houston,yes Los Angeles C,yes Seattle,yes San Francisco,yes Buffalo,yes Washington",100,,100,,100,2777,2777,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025BC61735A12D
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S20251283B2149E1-1681AF1128F,"yes Baltimore,yes Carolina,yes Chicago,yes Los Angeles C wins by over 6.5 points,yes San Francisco wins by over 2.5 points,yes Miami wins by over 2.5 points",100,,100,,100,2374,2374,1,active,2025-11-30 21:25:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S20251283B2149E1
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S20257D1EBB12BF9-B4B73E928B7,"yes New England,yes Baltimore,yes Atlanta,yes Pittsburgh,yes Green Bay,yes Houston,yes Denver,yes Los Angeles C,yes Seattle,yes San Francisco,yes Buffalo,yes Miami",100,,100,,100,1111,1111,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S20257D1EBB12BF9
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S202525C80C82236-9C635849570,"yes New England,yes Baltimore,yes Atlanta,yes Minnesota,yes Pittsburgh,yes Detroit,yes Green Bay,yes Houston,yes Los Angeles C,yes San Francisco,yes Buffalo,yes Dallas",100,,100,,100,1030,1030,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S202525C80C82236
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S20251C0C83505CF-EB86847FFF0,"yes New England wins by over 17.5 points,yes Baltimore wins by over 13.5 points,yes Green Bay wins by over 3.5 points,yes Los Angeles C wins by over 7.5 points,yes San Francisco wins by over 6.5 points,yes Miami wins by over 6.5 points",100,,100,,100,3848,3848,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S20251C0C83505CF
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025F1354589B20-117BCB0D1C5,"yes New England wins by over 17.5 points,yes Baltimore wins by over 13.5 points,yes Green Bay wins by over 13.5 points,yes Los Angeles C wins by over 6.5 points,yes Washington wins by over 6.5 points",100,,100,,100,3812,3812,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025F1354589B20
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S20256225B3682BF-1DEC9F5D1D6,"yes New England wins by over 13.5 points,yes Green Bay wins by over 7.5 points,yes Washington wins by over 6.5 points,no Over 43.5 points scored,no Over 43.5 points scored,no Over 49.5 points scored",100,,100,,100,1854,1854,1,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S20256225B3682BF
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025FD23797925D-13F6D2D611A,"yes New England,yes Atlanta,yes Minnesota,yes Pittsburgh,yes Detroit,yes Green Bay,yes Houston,yes Buffalo,yes Miami,yes Los Angeles C wins by over 2.5 points,yes Over 45.5 points scored",100,,100,,100,1546,1546,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025FD23797925D
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S202567FDE976BC0-0586BB695DC,"yes New England,yes Baltimore,yes Atlanta,yes Pittsburgh,yes Green Bay,yes Houston,yes Kansas City,yes Los Angeles C,yes Buffalo,yes Dallas,no New England wins by over 24.5 points,no Baltimore wins by over 20.5 points,no Minnesota wins by over 17.5 points,no Philadelphia wins by over 17.5 points,no Kansas City wins by over 17.5 points,no Los Angeles R wins by over 17.5 points,no San Francisco wins by over 17.5 points",100,,100,,100,1863,1863,1,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S202567FDE976BC0
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025A637E986FFB-D79A64A76A9,"yes New England,yes Carolina,yes Cincinnati,yes Denver,yes Seattle,yes Tampa Bay,yes Miami",100,,100,,100,1851,1851,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025A637E986FFB
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S202573B4F16BCCF-E61C1BADDF1,"yes New England,yes Cleveland,yes Atlanta,yes Chicago,yes Cincinnati,yes Green Bay,yes Houston,yes Kansas City,yes Los Angeles C,yes Los Angeles R,yes Arizona,yes Buffalo,yes Miami",100,,100,,100,1851,1851,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S202573B4F16BCCF
2025-11-12T16:10:29.829514,KXUSDJPY-25NOV1310-T153.250,"Will the USD/JPY open price be below 153.250 at Nov 13, 2025 at 10am EST?",100,,100,,100,6000,6000,1,active,2025-11-13 15:00:00+00:00,KXUSDJPY-25NOV1310
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025AC808566046-DF3EBAD7781,"yes New York J,yes Tennessee,yes Denver,yes Las Vegas",100,,100,,100,2812,2812,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025AC808566046
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025E7D2C501EDA-D7C4C7C6919,"yes New England wins by over 6.5 points,yes Baltimore wins by over 6.5 points,no Minnesota wins by over 7.5 points,no Cincinnati wins by over 7.5 points,no Philadelphia wins by over 7.5 points,no New York G wins by over 3.5 points,yes Houston wins by over 2.5 points,no Jacksonville wins by over 3.5 points,no Los Angeles R wins by over 7.5 points,no Washington wins by over 7.5 points,no Over 58.5 points scored,yes Over 35.5 points scored,yes Over 31.5 points scored,yes Over 44.5 points scored,yes Over 35.5 points scored,yes Over 43.5 points scored",100,,100,,100,1563,1563,1,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025E7D2C501EDA
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025997D0FA0157-2A51FE76729,"yes Pittsburgh,yes Detroit,yes Houston,yes Denver,yes Jacksonville,yes Los Angeles R,yes San Francisco,yes Buffalo,yes Washington",100,,100,,100,1018,1018,,active,2025-11-30 18:00:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025997D0FA0157
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025538909C0D9E-A17268274C3,"yes Minnesota,yes Detroit,yes Los Angeles R,yes Dallas,yes Green Bay wins by over 7.5 points,yes Los Angeles C wins by over 2.5 points,yes San Francisco wins by over 2.5 points,yes Over 43.5 points scored,yes Over 47.5 points scored",100,,100,,100,4629,4629,,active,2025-11-30 18:00:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025538909C0D9E
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S20254E4051B8457-9D25FC3C2EF,"yes Carolina,yes Chicago,yes Cincinnati,yes Houston,yes Jacksonville,yes Tampa Bay",100,,100,,100,3076,3076,,active,2025-11-30 18:00:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S20254E4051B8457
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S202552AE7D3EF32-ADD2F903983,"yes Carolina,yes Chicago,yes Cincinnati,yes Green Bay,yes Houston,yes Jacksonville,yes Tampa Bay",100,,100,,100,18518,18518,,active,2025-11-30 18:00:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S202552AE7D3EF32
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S202537DD2923834-D5E32D3F354,"yes New England,yes Minnesota,yes Green Bay,yes Houston,yes Denver,yes San Francisco,yes Tampa Bay,yes Dallas",100,,100,,100,1552,1552,1,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S202537DD2923834
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025E2703B3D38E-50656726511,"yes New England,yes Baltimore,yes Pittsburgh,yes Philadelphia,yes Tennessee,yes Kansas City,yes Jacksonville,yes San Francisco,yes Miami",100,,100,,100,1162,1162,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025E2703B3D38E
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025410C41C9F0B-D8FE3454BF0,"yes Carolina,yes Chicago,yes Detroit,yes Denver,yes Los Angeles C,yes Seattle,yes Las Vegas",100,,100,,100,2037,2037,,active,2025-11-30 18:00:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025410C41C9F0B
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S20251183F7F267D-ABA0A17EEE4,"yes New England,yes Pittsburgh,yes Green Bay,yes Houston,yes Miami,yes Over 43.5 points scored,no Over 49.5 points scored,yes Over 43.5 points scored,no Over 38.5 points scored,yes Over 47.5 points scored,no Over 47.5 points scored",100,,100,,100,1028,1028,1,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S20251183F7F267D
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S202515711ACA04C-E15A12C8EF8,"yes New England wins by over 13.5 points,yes Baltimore wins by over 7.5 points,yes Green Bay wins by over 7.5 points,yes Houston wins by over 6.5 points,yes San Francisco wins by over 2.5 points",100,,100,,100,1166,1166,3,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S202515711ACA04C
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S20258DD106490C2-375501D0642,"yes New England,yes Baltimore,yes Atlanta,yes Minnesota,yes Detroit,yes Green Bay,yes Houston,yes Kansas City,yes Los Angeles C,yes Los Angeles R,yes San Francisco,yes Miami,yes Dallas",100,,100,,100,1111,1111,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S20258DD106490C2
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025832EAF22755-AAE328E2F1F,"yes New York J,yes Jacksonville,yes Seattle,yes Arizona,yes Las Vegas",100,,100,,100,3744,3744,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025832EAF22755
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025434F9355A76-4DCD8CC1D9F,"yes New England,yes Baltimore,yes Atlanta,yes Minnesota,yes Pittsburgh,yes Detroit,yes Green Bay,yes Houston,yes Kansas City,yes Los Angeles C,yes Seattle,yes San Francisco,yes Tampa Bay,yes Washington,yes Dallas",100,,100,,100,1030,1030,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025434F9355A76
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S20254BA835752C1-737A7965B49,"yes Baltimore,yes Chicago,yes Detroit,yes Kansas City,yes Los Angeles R,yes San Francisco,yes Dallas",100,,100,,100,2118,2118,2,active,2025-11-30 21:25:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S20254BA835752C1
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025675F4B1ED5E-A81D663CBDE,"yes New England,yes Tampa Bay,yes Green Bay wins by over 7.5 points,no Houston wins by over 6.5 points,no Los Angeles C wins by over 2.5 points,yes San Francisco wins by over 3.5 points,yes Dallas wins by over 3.5 points",88,,88,12,100,1162,1162,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025675F4B1ED5E
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S20257912FF6FC8B-655309BE146,"yes New England,yes Baltimore,yes Atlanta,yes Minnesota,yes Pittsburgh,yes Green Bay,yes Houston,yes Kansas City,yes Los Angeles R,yes San Francisco,yes Buffalo,yes Miami,yes Dallas",87,,87,13,100,1030,1030,,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S20257912FF6FC8B
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025434F9355A76-5F86B762249,"yes New England,yes Baltimore,yes Carolina,yes Chicago,yes Pittsburgh,yes Detroit,yes Green Bay,yes Houston,yes Kansas City,yes Los Angeles C,yes Seattle,yes San Francisco,yes Buffalo,yes Miami,yes Dallas",86,,86,14,100,2499,2499,1,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025434F9355A76
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025339EBC5AA3E-BC1FF358ABD,"yes New England,yes Pittsburgh,yes Green Bay,yes Houston,yes Buffalo,yes Miami,yes Over 43.5 points scored,yes Over 43.5 points scored,no Over 38.5 points scored,yes Over 47.5 points scored,no Over 47.5 points scored",75,,75,25,100,1401,1401,1,active,2025-11-28 01:15:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025339EBC5AA3E
2025-11-12T16:10:29.829514,KXMVENFLMULTIGAMEEXTENDED-S2025EC2ACC50F7A-16FFEC47E32,"yes Carolina,yes Cincinnati,yes Seattle,yes Tampa Bay,yes Over 38.5 points scored,yes Over 47.5 points scored",15,,15,85,100,1851,1851,,active,2025-11-30 18:00:00+00:00,KXMVENFLMULTIGAMEEXTENDED-S2025EC2ACC50F7A
